Speciality_Group,HCP_ID,Decile,Emails_Jan18,Emails_Feb18,Emails_Mar18,Emails_Apr18,Emails_May18,Emails_Jun18,Emails_Jul18,Emails_Aug18,Emails_Sep18,Emails_Oct18,Emails_Nov18,Emails_Dec18,Emails_Jan19,Emails_Feb19,Emails_Mar19,Emails_Apr19,Calls_Jan18,Calls_Feb18,Calls_Mar18,Calls_Apr18,Calls_May18,Calls_Jun18,Calls_Jul18,Calls_Aug18,Calls_Sep18,Calls_Oct18,Calls_Nov18,Calls_Dec18,Calls_Jan19,Calls_Feb19,Calls_Mar19,Calls_Apr19,Segment,Brand_Sales_Jan18,Brand_Sales_Feb18,Brand_Sales_Mar18,Brand_Sales_Apr18,Brand_Sales_May18,Brand_Sales_Jun18,Brand_Sales_Jul18,Brand_Sales_Aug18,Brand_Sales_Sep18,Brand_Sales_Oct18,Brand_Sales_Nov18,Brand_Sales_Dec18,Brand_Sales_Jan19,Brand_Sales_Feb19,Brand_Sales_Mar19,Brand_Sales_Apr19,Final_formulary_status,Final_criteria_status,Speaker_Program_Jan18,Speaker_Program_Feb18,Speaker_Program_Mar18,Speaker_Program_Apr18,Speaker_Program_May18,Speaker_Program_Jun18,Speaker_Program_Jul18,Speaker_Program_Aug18,Speaker_Program_Sep18,Speaker_Program_Oct18,Speaker_Program_Nov18,Speaker_Program_Dec18,Speaker_Program_Jan19,Speaker_Program_Feb19,Speaker_Program_Mar19,Speaker_Program_Apr19,Mobile_Alerts_Jan18,Mobile_Alerts_Feb18,Mobile_Alerts_Mar18,Mobile_Alerts_Apr18,Mobile_Alerts_May18,Mobile_Alerts_Jun18,Mobile_Alerts_Jul18,Mobile_Alerts_Aug18,Mobile_Alerts_Sep18,Mobile_Alerts_Oct18,Mobile_Alerts_Nov18,Mobile_Alerts_Dec18,Mobile_Alerts_Jan19,Mobile_Alerts_Feb19,Mobile_Alerts_Mar19,Mobile_Alerts_Apr19,Competitor_Detailing_Jan18,Competitor_Detailing_Feb18,Competitor_Detailing_Mar18,Competitor_Detailing_Apr18,Competitor_Detailing_May18,Competitor_Detailing_Jun18,Competitor_Detailing_Jul18,Competitor_Detailing_Aug18,Competitor_Detailing_Sep18,Competitor_Detailing_Oct18,Competitor_Detailing_Nov18,Competitor_Detailing_Dec18,Competitor_Detailing_Jan19,Competitor_Detailing_Feb19,Competitor_Detailing_Mar19,Competitor_Detailing_Apr19,TC
PCP,256,H,9,2,12,4,6,10,9,13,5,10,9,1,7,7,11,14,4,0,0,4,0,0,3,1,3,2,3,2,1,2,4,2,Field,81,51,43,38,116,52,53,83,57,55,51,71,55,68,50,43,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,14,10,9,15,6,6,2,7,1,1,9,14,11,4,2,1,3,3,1,1,0,3,1,0,3,3,1,2,3,2,C
NON-PCP,1011,H,12,7,1,1,8,0,5,12,7,1,11,13,7,5,9,8,4,3,1,4,2,4,3,0,3,3,3,0,3,2,0,1,Field,90,37,37,69,88,65,113,109,77,97,84,107,92,86,76,77,Not_On_Formulary,Restrictions,3,3,1,2,0,2,2,1,1,0,2,3,2,3,2,2,8,6,13,5,18,16,0,6,14,3,7,12,17,2,11,0,1,2,0,0,1,3,3,0,0,2,3,2,2,1,3,2,T
PCP,540,H,3,2,13,6,11,4,14,6,1,12,4,0,11,5,14,10,4,0,1,2,4,1,3,2,3,3,3,3,3,4,3,2,Field,93,33,38,49,57,54,115,91,71,47,37,91,37,76,75,38,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,13,16,5,18,6,6,4,3,11,13,2,13,10,2,1,0,3,0,0,0,2,1,1,3,3,0,3,3,3,2,C
Other-Speciality,3208,M,7,0,2,1,0,0,2,2,4,5,2,8,2,8,1,2,0,0,4,0,1,1,3,4,3,2,0,4,2,4,1,4,Not_Covered,45,47,48,14,52,46,53,25,29,54,53,15,18,54,37,29,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,8,1,7,11,5,10,1,14,4,16,15,16,7,0,1,3,2,2,3,1,0,3,2,3,3,2,1,2,2,C
Other-Speciality,5562,M,3,4,7,4,8,3,4,0,3,6,3,5,3,5,8,1,0,0,4,4,4,4,0,1,3,4,3,4,4,0,3,0,Not_Covered,40,52,43,53,18,17,19,47,18,40,33,33,60,49,50,37,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,9,5,6,3,5,7,18,3,14,7,2,1,12,9,1,3,1,1,1,1,3,2,2,2,1,1,2,0,1,0,C
PCP,455,H,14,5,1,10,12,6,9,5,3,7,1,6,5,12,3,14,0,0,0,4,4,4,3,4,3,0,3,0,2,0,2,3,Not_Covered,105,34,103,31,48,110,60,31,89,107,80,55,79,53,67,84,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,6,11,17,10,3,12,10,10,17,16,11,1,13,5,0,2,2,1,3,3,0,1,2,3,2,3,1,3,0,3,C
Other-Speciality,3954,M,0,1,3,4,5,8,5,5,3,1,3,2,5,5,7,1,0,0,0,3,3,0,0,1,3,3,2,4,1,3,4,3,Not_Covered,36,10,14,46,46,59,21,40,56,45,52,53,38,35,19,15,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,13,17,5,16,2,13,2,3,4,10,7,3,2,17,1,2,0,1,1,0,1,1,1,3,3,0,1,0,1,2,C
REMS,1778,M,4,3,3,2,2,3,1,0,0,1,2,7,0,4,4,7,1,3,3,3,2,2,2,4,3,3,2,1,2,2,3,0,Not_Covered,33,59,18,22,55,37,19,11,49,39,24,42,28,47,20,21,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,7,4,5,6,5,15,8,3,5,2,12,12,15,15,0,0,3,1,1,2,3,0,1,3,2,1,3,2,0,0,C
Other-Speciality,2768,M,1,6,2,8,0,4,2,5,5,2,7,0,4,4,8,5,1,1,2,1,3,2,1,0,3,4,4,3,2,4,1,1,Not_Covered,51,40,45,28,21,51,54,26,55,23,32,51,51,37,26,24,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,5,4,16,18,6,2,6,15,2,3,6,11,2,3,1,3,3,0,0,0,3,1,3,3,0,2,1,3,C
Other-Speciality,4928,M,8,5,8,4,6,4,0,0,8,5,5,2,7,1,1,3,1,0,4,2,3,4,0,3,3,3,0,0,1,0,2,1,Not_Covered,15,19,21,51,11,10,30,51,11,43,13,28,29,37,24,31,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,10,18,8,6,6,2,13,15,2,12,13,1,14,3,1,1,1,0,1,2,3,2,0,1,0,3,0,3,2,C
Other-Speciality,3885,M,5,8,3,8,8,4,6,3,6,3,7,5,0,5,2,3,2,0,4,0,1,3,1,4,3,1,4,2,3,1,2,3,Not_Covered,60,19,12,34,26,54,41,57,37,35,49,36,27,49,22,55,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,15,13,6,13,14,18,5,0,4,15,11,8,6,0,0,1,2,0,3,2,0,2,1,1,3,2,2,1,1,C
REMS,1748,M,3,3,8,5,8,0,8,5,7,3,5,2,0,6,4,1,2,1,3,3,1,3,3,1,3,2,3,4,2,2,0,0,Not_Covered,28,25,28,30,32,14,43,22,56,49,58,16,27,51,27,34,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,15,12,8,10,10,17,9,1,18,6,0,18,9,2,1,0,1,1,0,0,0,1,3,0,1,1,1,2,0,C
NON-PCP,998,H,0,1,0,12,8,0,8,7,11,10,13,2,0,11,11,8,2,2,2,2,1,4,0,3,3,1,1,3,1,0,4,0,Not_Covered,37,42,30,47,104,73,96,52,70,64,73,78,44,94,110,32,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,15,0,1,0,10,16,5,7,15,15,8,15,13,1,2,2,1,1,3,3,0,1,2,3,1,2,0,1,2,C
REMS,1446,M,8,5,6,0,8,4,1,7,1,6,5,0,1,5,5,3,2,4,2,2,4,3,2,3,3,3,0,0,3,1,2,1,Not_Covered,47,38,39,34,59,59,38,21,55,39,34,59,55,51,50,36,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,10,0,13,11,11,8,14,2,13,2,16,8,2,3,2,2,0,0,2,2,0,3,1,2,1,3,0,1,1,C
Other-Speciality,5629,M,6,1,2,7,4,4,5,1,1,1,0,7,7,7,8,5,2,2,3,2,1,3,3,3,3,4,1,4,0,0,4,2,Not_Covered,55,47,47,18,48,40,19,51,39,13,42,24,11,38,59,36,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,11,3,8,1,8,6,1,7,7,9,2,15,3,14,1,1,1,1,1,2,2,3,3,2,1,0,3,2,2,2,C
PCP,756,H,9,2,4,7,13,2,8,2,8,12,11,9,13,0,8,13,2,0,2,1,3,2,4,2,3,0,1,3,2,0,3,2,Not_Covered,61,36,73,38,32,64,67,90,38,46,87,40,30,37,33,36,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,18,2,16,4,11,5,3,3,5,0,10,7,18,15,3,2,2,3,3,3,3,2,0,2,2,2,0,3,2,1,C
REMS,2493060,H,1,13,2,8,3,13,3,12,0,12,4,6,14,8,8,7,2,2,3,2,3,3,1,4,3,3,4,0,0,1,4,1,Not_Covered,97,85,83,73,51,99,68,55,52,35,98,35,36,37,61,30,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18,16,9,3,13,6,7,10,6,3,3,14,17,18,2,1,2,3,1,3,0,1,0,2,1,0,1,2,1,1,C
REMS,193,H,8,1,0,10,13,4,5,11,4,13,7,4,2,12,11,13,3,3,1,1,3,2,3,0,3,3,2,1,1,0,4,1,Not_Covered,58,66,40,96,36,84,34,97,72,31,84,111,48,56,107,44,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,11,15,9,10,11,12,7,2,0,8,8,14,14,3,1,3,0,0,2,2,0,1,1,2,2,3,0,3,0,3,C
Other-Speciality,2565,M,1,8,4,1,1,2,2,8,4,4,8,8,2,5,3,1,3,2,4,3,2,1,2,0,3,1,3,3,0,2,2,4,Not_Covered,29,18,43,17,16,42,57,56,47,23,43,56,39,53,33,48,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,14,2,4,18,17,3,18,13,11,6,12,3,16,2,3,3,1,1,1,2,0,0,0,1,2,3,3,2,0,C
Other-Speciality,2538,M,4,1,2,6,3,8,6,6,6,2,2,1,5,1,1,4,3,0,1,1,3,1,4,4,3,3,2,3,1,0,2,3,Not_Covered,21,19,42,13,39,55,41,26,27,58,57,25,58,55,22,35,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7,13,13,1,2,2,10,4,18,1,4,14,7,0,0,2,3,1,2,3,2,0,0,3,0,1,3,1,0,2,C
Other-Speciality,3169,M,1,6,1,1,5,4,0,3,2,5,2,3,7,7,1,1,3,0,0,3,0,4,3,1,3,4,1,2,0,0,2,3,Not_Covered,41,49,49,13,51,37,41,46,21,30,10,26,27,41,32,42,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,15,0,4,15,15,14,16,16,13,5,16,4,12,5,2,0,2,2,2,1,3,1,0,0,1,2,0,2,1,3,C
Other-Speciality,3701,M,8,7,5,6,6,2,8,1,3,2,3,5,7,5,8,0,3,1,1,3,0,0,3,2,3,1,3,1,1,2,3,2,Not_Covered,14,26,23,14,20,16,29,60,46,30,54,59,10,40,14,40,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,11,16,8,2,14,11,13,11,9,14,16,6,12,6,1,2,0,1,3,3,3,2,2,2,0,2,2,1,1,0,C
PCP,96212,H,5,3,3,2,3,12,12,3,7,11,1,11,14,12,12,11,3,3,1,1,4,2,3,0,3,4,4,1,1,4,2,4,Not_Covered,73,97,36,83,73,95,48,71,38,43,37,70,49,40,78,66,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,15,7,13,8,2,10,17,8,16,10,10,8,0,11,0,0,2,3,0,3,2,0,3,1,2,3,2,0,1,1,C
Other-Speciality,1325,M,7,5,1,1,1,2,7,3,4,7,5,1,0,5,7,6,4,4,3,3,0,1,4,0,3,0,2,3,4,3,0,2,Not_Covered,52,24,20,13,32,58,34,41,24,20,28,60,55,41,29,20,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,15,8,7,16,15,16,8,7,15,5,1,7,4,1,1,0,1,0,0,2,2,0,3,2,0,2,0,2,1,C
Other-Speciality,3843,M,0,1,5,4,5,7,5,6,4,2,3,6,0,0,6,1,4,1,0,4,2,3,1,3,3,0,2,4,1,4,1,3,Not_Covered,33,28,17,40,39,48,52,19,56,35,38,55,16,36,28,15,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,5,2,7,15,2,2,17,11,10,5,3,1,2,0,1,0,2,0,2,2,0,2,0,0,3,0,3,C
Other-Speciality,4328,M,3,6,2,2,5,2,8,6,5,0,8,6,2,4,3,1,4,3,4,4,3,0,3,0,3,1,3,1,2,1,1,0,Not_Covered,13,46,23,48,24,56,45,20,33,12,30,29,21,18,26,45,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,10,18,9,12,16,13,7,8,10,5,4,18,6,2,0,3,2,3,3,3,2,3,2,0,0,3,0,2,3,C
Other-Speciality,5632,M,6,5,3,7,8,2,4,4,5,2,0,1,3,2,1,2,4,3,1,3,3,1,1,3,3,0,3,1,4,3,4,2,Not_Covered,15,37,23,51,52,56,56,23,34,57,55,51,53,20,37,53,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,6,11,11,10,7,16,4,8,8,13,3,5,16,0,0,2,1,3,1,2,3,1,3,0,3,3,0,3,1,C
Other-Speciality,2528,M,4,4,2,7,7,7,8,4,6,3,3,3,7,1,8,3,4,1,1,1,4,1,3,3,3,2,1,0,4,3,2,2,Not_Covered,53,56,34,44,50,60,51,12,21,28,24,20,59,37,60,31,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1,1,18,4,1,13,16,14,0,3,13,7,7,6,3,3,0,3,1,2,3,3,2,0,2,2,1,1,0,2,C
Other-Speciality,4284,M,6,3,4,2,8,6,5,6,4,1,3,2,8,5,4,3,4,4,2,3,3,4,4,1,3,1,4,3,0,0,0,0,Not_Covered,14,47,60,40,30,39,35,37,39,38,33,17,32,36,26,52,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,1,11,13,9,3,16,12,15,12,8,5,10,13,11,3,2,3,3,3,0,1,2,3,0,1,3,2,3,3,0,C
REMS,2176,M,1,1,4,1,2,6,7,5,2,2,2,5,1,6,4,1,0,0,0,1,1,3,1,1,3,4,1,2,2,4,3,2,Shared,39,49,51,25,18,31,37,41,59,58,48,33,38,60,39,36,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,11,10,8,6,6,3,3,0,1,16,11,15,13,3,2,2,3,0,1,1,0,1,0,2,2,2,3,2,0,C
REMS,2075,M,2,1,2,7,3,7,0,4,7,8,7,3,1,2,5,6,0,4,3,2,0,4,2,3,3,2,3,2,0,3,3,2,Shared,26,29,55,31,19,41,11,35,43,49,13,26,16,27,26,26,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,4,13,15,17,11,3,2,11,8,1,18,14,6,1,1,1,0,3,0,3,0,3,2,2,0,1,2,3,0,C
Other-Speciality,2417,M,8,4,2,3,7,2,6,8,6,4,6,3,2,0,6,3,0,2,3,4,4,1,3,3,3,3,4,1,1,3,0,3,Shared,47,11,45,26,36,22,44,35,39,44,49,50,50,49,52,35,On_Formulary,Restrictions,2,3,0,2,3,0,1,0,3,2,0,2,2,2,0,3,15,14,4,5,17,18,13,17,11,3,1,1,13,10,12,11,3,3,3,3,0,0,1,3,2,3,2,0,0,1,2,3,T
Other-Speciality,5166,M,4,6,3,3,1,5,3,1,2,8,6,4,4,1,0,8,0,1,2,1,1,0,0,2,3,2,4,3,4,1,1,4,Shared,34,40,48,29,38,26,18,41,55,19,40,23,17,29,59,17,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,3,13,0,11,11,18,7,9,14,8,12,9,14,0,2,0,2,1,1,2,0,1,1,3,0,3,3,1,1,C
Other-Speciality,2940,M,2,5,6,6,3,5,8,0,5,8,5,2,4,4,8,6,0,1,0,4,2,1,4,3,3,4,2,4,3,2,4,4,Shared,12,59,38,10,23,39,29,19,11,32,21,54,18,14,21,45,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,15,18,8,8,11,11,3,2,10,9,18,3,18,2,3,0,1,2,1,1,3,3,0,2,3,3,3,3,2,C
Other-Speciality,2886,M,5,6,6,4,3,1,2,0,7,0,8,3,4,3,5,4,0,4,1,4,4,4,3,0,3,1,2,3,1,2,0,1,Shared,22,40,18,57,37,51,30,42,15,11,43,25,30,36,57,46,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,16,10,11,15,5,11,8,4,10,14,16,16,2,3,0,1,1,0,1,3,3,3,3,3,1,2,0,0,C
Other-Speciality,4949,M,0,4,3,2,4,8,6,2,3,3,2,5,5,1,1,0,0,3,0,1,2,0,4,3,3,2,3,3,1,4,2,4,Shared,44,57,51,32,57,44,17,58,33,32,47,25,11,57,39,49,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,13,6,2,9,7,13,16,6,0,12,10,11,10,1,3,1,2,0,0,1,1,2,0,2,3,3,2,2,2,1,C
REMS,126,H,3,6,6,1,8,0,7,9,8,10,6,7,5,14,8,5,0,0,4,3,1,4,1,2,3,3,4,3,1,2,3,3,Shared,90,57,30,110,110,41,113,95,67,38,32,45,48,93,49,113,On_Formulary,Other_restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,5,17,6,12,15,2,18,2,13,12,8,4,10,16,1,2,0,1,1,1,1,0,1,3,3,3,0,0,1,2,C
PCP,725,H,7,7,4,14,10,4,14,0,0,9,14,14,7,2,13,0,0,3,4,0,1,1,2,2,3,0,3,3,2,0,1,0,Shared,32,101,72,49,34,40,72,78,74,69,90,52,79,66,72,65,On_Formulary,Restrictions,2,2,0,3,3,1,2,3,2,0,1,2,2,1,2,0,11,7,9,9,18,10,18,4,0,16,11,8,3,1,4,16,1,1,3,0,0,2,0,3,2,1,0,1,0,1,1,0,T
NON-PCP,1094,H,11,3,13,11,12,7,13,7,0,7,3,7,7,10,5,9,0,0,1,4,3,3,0,4,3,2,3,2,1,1,3,0,Shared,118,112,104,78,79,100,81,58,66,71,38,54,112,81,89,48,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,6,7,5,17,2,7,14,15,13,2,1,9,0,3,1,0,3,3,0,3,0,3,2,1,1,2,0,0,C
Other-Speciality,4050,M,4,0,1,7,5,4,2,8,1,2,8,0,7,5,4,8,0,0,1,0,2,4,0,2,3,3,0,1,2,4,1,3,Shared,21,50,15,53,28,36,53,46,59,57,46,50,47,58,62,56,On_Formulary,Restrictions,0,2,3,2,1,3,3,2,2,3,2,2,1,0,1,0,1,5,0,11,0,2,5,18,6,9,2,9,13,5,15,11,3,3,3,0,1,1,1,3,3,2,0,3,2,2,0,2,T
Other-Speciality,2549,M,0,4,7,8,0,8,7,0,8,1,1,5,7,8,3,6,0,4,4,1,1,1,3,1,3,3,3,2,1,0,0,3,Shared,52,44,13,29,29,32,43,45,57,50,50,52,51,48,61,53,On_Formulary,Restrictions,3,0,0,1,3,0,2,1,1,3,2,1,2,2,1,2,1,15,13,2,15,6,8,12,16,2,3,11,15,4,2,4,0,1,2,1,3,0,0,2,1,1,3,2,3,0,3,2,T
PCP,530,H,14,9,3,8,12,8,10,8,8,4,9,4,9,8,6,9,0,3,3,1,0,3,0,4,3,0,0,2,3,3,1,2,Shared,68,108,85,77,91,66,97,115,79,97,88,94,98,110,88,110,Other,Restrictions,1,1,0,3,0,2,0,0,0,1,0,2,0,0,3,1,14,3,17,7,16,17,8,12,5,18,16,7,18,1,17,6,1,2,1,3,3,0,3,0,0,0,1,1,3,2,3,1,T
NON-PCP,978,H,2,1,11,7,13,8,0,12,6,13,11,6,10,14,13,12,0,0,4,3,3,0,3,0,3,1,0,3,2,1,3,3,Shared,50,97,81,84,115,57,83,34,38,114,55,85,51,89,48,82,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,13,12,7,15,11,1,17,6,15,13,14,1,17,4,1,0,0,3,0,1,3,0,1,2,2,0,2,0,2,0,C
Other-Speciality,6518,H,6,13,9,7,4,8,9,3,9,0,7,7,11,4,6,14,0,3,2,4,3,0,3,4,3,4,0,2,4,0,3,4,Shared,31,57,102,69,80,38,50,71,51,57,67,64,64,74,81,52,Other,Restrictions,0,2,0,3,1,0,0,3,2,0,0,3,3,1,0,2,8,6,10,3,2,2,8,14,1,14,7,1,6,8,18,14,1,0,3,1,2,3,0,0,2,2,3,2,2,2,0,3,T
NON-PCP,1002,H,0,3,4,5,5,0,13,10,1,3,5,4,12,11,1,0,0,3,2,0,3,2,4,3,3,2,3,4,3,2,4,3,Shared,120,88,100,49,120,107,96,48,119,32,103,104,107,49,108,48,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,5,3,15,6,4,13,3,4,2,4,9,3,4,1,0,1,1,3,3,3,1,3,0,2,3,0,2,0,3,C
Other-Speciality,2649,M,0,2,5,8,6,5,3,4,6,3,2,0,0,8,2,3,1,0,1,2,3,0,4,4,3,4,3,3,3,4,0,3,Shared,19,36,25,46,32,35,45,33,30,20,39,19,53,41,32,43,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14,13,13,11,0,16,9,1,16,13,3,3,1,18,3,3,3,0,0,0,2,0,1,3,2,2,1,2,3,1,C
REMS,141,H,7,10,5,5,5,10,8,5,5,14,8,11,1,11,13,2,1,1,2,1,3,2,2,3,3,4,2,2,4,1,2,2,Shared,84,102,72,113,120,49,85,46,105,109,86,105,100,84,66,37,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,18,10,10,8,14,0,15,18,0,11,8,5,7,2,3,3,1,1,1,0,1,2,2,1,2,3,3,3,2,C
Other-Speciality,2828,M,0,1,1,8,0,2,7,3,8,8,3,1,1,8,4,4,1,0,1,4,3,1,1,0,3,3,1,2,4,4,4,3,Shared,11,55,47,14,33,59,79,71,83,83,73,79,77,75,88,86,On_Formulary,Restrictions,2,0,1,2,3,3,1,3,1,2,2,2,0,1,1,1,3,11,11,12,12,7,0,16,8,12,18,8,8,4,4,5,1,3,3,1,1,0,3,1,1,1,3,3,3,3,0,3,T
Other-Speciality,3391,M,2,4,8,2,5,0,5,0,3,1,5,8,2,4,7,1,1,4,4,0,4,0,1,4,3,0,2,4,3,1,3,4,Shared,50,13,43,29,31,56,80,76,75,74,86,79,77,79,82,74,Other,Restrictions,3,2,0,1,1,3,3,0,1,3,1,2,0,2,1,2,13,18,14,1,2,18,6,1,18,7,8,8,12,1,0,12,2,0,3,3,3,2,2,2,1,0,1,3,1,3,0,2,T
NON-PCP,860,H,1,10,1,13,5,5,14,7,11,14,13,2,3,5,14,3,1,4,0,1,1,2,1,1,3,4,1,3,0,3,1,0,Shared,67,84,38,70,68,41,91,56,107,31,86,45,72,31,84,91,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,4,17,13,18,6,11,17,12,2,7,9,7,16,2,3,3,1,3,2,0,1,1,3,2,3,1,3,2,2,C
Other-Speciality,3108,M,4,3,8,7,8,0,2,6,0,2,7,8,4,2,1,0,1,4,0,4,1,0,0,0,3,0,0,3,4,0,3,3,Shared,54,25,43,22,54,57,49,57,31,23,22,10,38,20,48,44,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,1,18,17,14,9,17,1,2,0,0,13,16,0,0,1,1,0,3,2,0,2,2,2,3,3,2,2,1,C
Other-Speciality,5091,M,8,0,1,6,8,5,2,5,0,1,6,8,4,6,3,3,1,3,2,3,0,2,4,0,3,3,4,1,1,1,3,1,Shared,33,10,37,29,58,35,50,59,62,56,63,49,64,62,52,57,On_Formulary,Restrictions,1,3,0,0,0,2,1,2,2,0,2,2,0,1,1,1,5,16,10,0,14,0,0,16,1,7,4,4,15,2,0,13,1,1,1,3,3,0,2,3,0,0,2,3,2,3,3,1,T
NON-PCP,1248,M,7,6,3,3,0,8,3,3,4,3,3,8,4,2,7,6,1,0,0,3,2,0,4,0,3,2,1,4,1,1,1,0,Shared,52,10,16,54,46,51,37,16,50,48,41,21,46,40,26,30,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,10,7,11,16,18,0,1,11,10,13,3,10,5,10,0,1,0,3,1,0,1,3,2,1,0,1,0,3,2,2,C
REMS,1852,M,7,4,2,3,7,7,5,0,5,2,5,7,4,5,7,4,1,1,2,1,1,3,4,2,3,3,3,2,0,2,3,3,Shared,37,28,11,32,33,40,70,52,55,56,61,65,68,51,67,70,On_Formulary,Restrictions,0,2,2,3,1,1,2,3,1,0,0,1,3,0,3,3,0,10,8,10,10,8,7,9,11,16,1,5,2,13,4,17,0,3,3,2,1,1,1,3,2,2,0,0,0,3,2,0,T
REMS,1775,M,0,3,0,2,6,5,4,6,8,1,0,7,4,6,2,8,1,4,3,0,2,0,2,3,3,3,4,0,4,0,4,2,Shared,37,25,59,34,28,16,20,47,45,51,60,27,39,43,53,14,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,5,5,4,0,9,17,9,14,1,12,2,15,9,1,3,1,3,2,0,2,0,1,3,0,0,3,1,1,1,2,C
REMS,1422,H,10,7,6,4,3,14,0,11,3,9,0,6,5,7,6,6,1,2,0,3,3,0,1,4,3,0,3,0,2,0,2,3,Shared,111,103,88,39,34,91,123,111,138,108,136,135,125,132,141,105,On_Formulary,Restrictions,1,2,1,1,3,1,0,3,1,2,0,0,2,2,2,0,1,2,12,3,10,16,5,14,7,3,17,9,2,14,5,10,2,0,1,2,0,2,2,1,3,1,1,0,1,1,1,1,T
NON-PCP,825,H,5,6,8,13,14,1,8,4,5,5,11,13,7,6,1,8,1,0,4,4,0,1,2,1,3,1,1,2,1,2,3,0,Shared,38,78,99,100,80,66,39,114,83,64,69,41,47,42,93,56,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,12,6,1,17,8,16,10,14,13,7,3,2,4,17,3,1,2,2,0,3,1,1,2,3,1,1,2,1,3,0,C
